number,time,thscode,open,high,low,close,volume,amount,turnoverRatio,totalCapital,pe,pb
1579,2021-05-28,601688.SH,19.9959,20.5802,19.9482,20.4133,109691245.0,1867186635.0,1.5001,142935561669.93,11.74,1.1772
1580,2021-05-27,601688.SH,20.0555,20.3298,19.9721,20.0675,60479242.0,1019383721.0,0.8271,140531178578.64,11.5412,1.1573
1581,2021-05-26,601688.SH,20.1629,20.4848,19.9482,20.0079,124854945.0,2115218140.0,1.7075,140125553620.45,11.5069,1.1539
1582,2021-05-25,601688.SH,19.4713,20.1629,19.4236,20.0436,138356576.0,2318280598.0,1.8922,140475875446.73,11.5274,1.1559
1583,2021-05-24,601688.SH,19.2924,19.7217,19.2924,19.4713,58663502.0,961723343.0,0.8023,136350209826.02,11.1983,1.1229
1584,2021-05-21,601688.SH,19.4117,19.5548,19.197,19.2447,31909911.0,517231375.0,0.4364,134756980040.74,11.068,1.1098
1585,2021-05-20,601688.SH,19.3163,19.5786,19.209,19.3997,40836929.0,664254575.0,0.5585,135662817609.0,11.1571,1.1188
1586,2021-05-19,601688.SH,19.4474,19.4951,19.2328,19.2686,34386534.0,557618847.0,0.4703,134830231040.98,11.0817,1.1112
1587,2021-05-18,601688.SH,19.4117,19.6144,19.3163,19.4474,34684998.0,566721733.0,0.4743,135957168196.03,11.1846,1.1215
1588,2021-05-17,601688.SH,19.5428,19.6621,19.2924,19.4117,66919831.0,1092312662.0,0.9152,135607376867.25,11.164,1.1195
1589,2021-05-14,601688.SH,18.9109,19.9125,18.9109,19.7813,129885879.0,2123979790.0,1.7763,138256303202.7,11.3766,1.1408
1590,2021-05-13,601688.SH,18.899,19.0897,18.8155,18.887,30285296.0,480853601.0,0.4142,132275267541.91,10.8623,1.0892
1591,2021-05-12,601688.SH,18.9228,19.1017,18.8751,18.9943,30151217.0,480201356.0,0.4123,133105305051.85,10.924,1.0954
1592,2021-05-11,601688.SH,18.6963,19.1255,18.6366,18.9943,37357237.0,591080391.0,0.5109,132823157396.78,10.924,1.0954
1593,2021-05-10,601688.SH,18.887,19.0301,18.6247,18.8274,35596835.0,562839801.0,0.4868,131949272561.52,10.828,1.0858
1594,2021-05-07,601688.SH,18.9109,19.054,18.8751,18.887,33155410.0,527074082.0,0.4534,132487351020.78,10.8623,1.0892
1595,2021-05-06,601688.SH,19.054,19.2447,18.887,18.899,35701161.0,571228412.0,0.4882,132469623734.59,10.8691,1.0899
1596,2021-04-30,601688.SH,19.0659,19.1493,18.899,18.9824,40850896.0,651167081.0,0.5587,133029017729.81,10.9171,1.0947
1597,2021-04-29,601688.SH,18.5651,19.2567,18.4816,19.1136,84426302.0,1346889529.0,1.1546,134022932265.38,10.9926,1.1023
1598,2021-04-28,601688.SH,19.0301,19.0301,18.3385,18.5055,85337508.0,1334209391.0,1.1671,130218134858.45,10.6428,1.0672
1599,2021-04-27,601688.SH,19.5548,19.5548,18.9943,19.0301,78705925.0,1263835249.0,1.0764,133505345804.91,10.9445,1.0975
1600,2021-04-26,601688.SH,19.9125,19.984,19.4951,19.5667,65220128.0,1080553318.0,0.8919,136872441692.21,11.2531,1.1284
1601,2021-04-23,601688.SH,20.0079,20.0198,19.7932,19.9244,31969708.0,533198647.0,0.4372,139313712609.99,11.4589,1.149
1602,2021-04-22,601688.SH,20.1271,20.1748,20.0079,20.0317,25689990.0,432531573.0,0.3513,140019884283.46,11.5206,1.1552
1603,2021-04-21,601688.SH,20.1152,20.1509,20.0436,20.0675,20598416.0,346902350.0,0.2817,140394330853.0,11.5412,1.1573
1604,2021-04-20,601688.SH,20.2582,20.3894,20.1032,20.1986,33738404.0,572320933.0,0.4614,141322690269.18,11.6166,1.1649
1605,2021-04-19,601688.SH,19.9363,20.3894,19.9363,20.3417,57891520.0,981607658.0,0.7917,142372977326.41,11.6989,1.1731
1606,2021-04-16,601688.SH,19.9721,20.0555,19.9125,20.0198,22665505.0,380249421.0,0.31,139920814449.01,11.5137,1.1545
1607,2021-04-15,601688.SH,19.984,19.984,19.8051,19.9125,24128860.0,402068334.0,0.33,139147092531.74,11.452,1.1484
1608,2021-04-14,601688.SH,19.7694,20.0436,19.7455,19.9959,26589079.0,444446802.0,0.3636,139720328970.39,11.5,1.1532
1609,2021-04-13,601688.SH,19.8409,19.8886,19.674,19.8051,34112334.0,565802977.0,0.4665,138566422538.61,11.3903,1.1422
1610,2021-04-12,601688.SH,19.9482,20.0555,19.8171,19.8409,35382214.0,591405483.0,0.4839,138955416016.51,11.4109,1.1442
1611,2021-04-09,601688.SH,20.1032,20.1629,19.9721,20.0198,30223996.0,507779844.0,0.4133,140159136065.91,11.5137,1.1545
1612,2021-04-08,601688.SH,20.0913,20.3059,20.0913,20.1152,42398212.0,717519934.0,0.5798,140775469180.23,11.5686,1.16
1613,2021-04-07,601688.SH,20.2106,20.3059,20.1032,20.1748,30957722.0,524090714.0,0.4234,141343120038.52,11.6029,1.1635
1614,2021-04-06,601688.SH,20.2702,20.3417,20.2106,20.2225,22653655.0,384808550.0,0.3098,142169265658.08,11.6303,1.1662
1615,2021-04-02,601688.SH,20.3894,20.4133,20.1509,20.2225,37114578.0,630786155.0,0.5044,142202683906.1,11.6303,1.1662
1616,2021-04-01,601688.SH,20.2463,20.3536,20.1629,20.3179,29060843.0,493657504.0,0.395,142777471124.43,11.6852,1.1717
1617,2021-03-31,601688.SH,20.4967,20.5325,20.139,20.2225,42252974.0,718611878.0,0.5778,142103573358.84,11.6303,1.1662
1618,2021-03-30,601688.SH,20.4729,20.604,20.4371,20.604,34483978.0,593251311.0,0.4687,144499469435.43,14.4925,1.2152
1619,2021-03-29,601688.SH,20.4967,20.6636,20.3059,20.5563,43441867.0,747232312.0,0.5904,144271819539.82,14.4589,1.2124
1620,2021-03-26,601688.SH,20.5206,20.6756,20.3894,20.4848,39146948.0,673651791.0,0.5321,142777141811.49,14.4086,1.2081
1621,2021-03-25,601688.SH,20.3417,20.6517,20.2821,20.4609,46732774.0,804135689.0,0.6352,142551190733.98,14.3918,1.2067
1622,2021-03-24,601688.SH,20.2821,20.8425,20.2821,20.4371,79610647.0,1372571164.0,1.082,142621206375.95,14.375,1.2053
1623,2021-03-23,601688.SH,20.2582,20.5921,20.1032,20.4848,60226062.0,1027843893.0,0.8186,143045986803.48,14.4086,1.2081
1624,2021-03-22,601688.SH,19.9125,20.3059,19.8648,20.2582,60288280.0,1018171027.0,0.8194,141627686418.97,14.2492,1.1948
1625,2021-03-19,601688.SH,20.0079,20.0317,19.8051,19.8528,55178030.0,921742385.0,0.7499,138729853357.13,13.9641,1.1709
1626,2021-03-18,601688.SH,20.0794,20.139,20.0079,20.0794,38406684.0,646737765.0,0.522,140502669781.75,14.1234,1.1842
1627,2021-03-17,601688.SH,19.984,20.0675,19.9244,20.0079,40141826.0,673066168.0,0.5456,140000750904.08,14.0731,1.18
1628,2021-03-16,601688.SH,20.0317,20.1032,19.9244,19.984,40839120.0,684788316.0,0.5551,139870797869.71,14.0563,1.1786
1629,2021-03-15,601688.SH,20.1509,20.1509,19.9244,20.0079,48796635.0,820016647.0,0.6632,139841851948.08,14.0731,1.18
1630,2021-03-12,601688.SH,20.3536,20.5325,20.1271,20.2821,53593822.0,911260849.0,0.7284,141705130515.43,14.266,1.1962
1631,2021-03-11,601688.SH,20.1509,20.4013,20.1032,20.3417,41906495.0,712846829.0,0.5696,142099547295.78,14.3079,1.1997
1632,2021-03-10,601688.SH,20.3894,20.4371,20.0555,20.139,48647886.0,823517848.0,0.6612,140678185004.26,14.1654,1.1877
1633,2021-03-09,601688.SH,20.4133,20.5921,20.0675,20.2463,64255175.0,1097492748.0,0.8733,141099085860.46,14.2408,1.1941
1634,2021-03-08,601688.SH,20.759,20.9498,20.4252,20.4609,67413751.0,1170887203.0,0.9162,142496886080.94,14.3918,1.2067
1635,2021-03-05,601688.SH,20.0675,20.6636,20.0436,20.5802,75593113.0,1297590374.0,1.0274,143553245094.17,14.4757,1.2138
1636,2021-03-04,601688.SH,20.4013,20.4848,20.1629,20.1867,60866990.0,1036386717.0,0.8273,141154123199.8,14.1989,1.1906
1637,2021-03-03,601688.SH,20.2106,20.5683,20.1867,20.5563,55331806.0,947504404.0,0.752,143756295618.47,14.4589,1.2124
1638,2021-03-02,601688.SH,20.4371,20.5086,20.2106,20.2344,51148309.0,871792587.0,0.6952,141358347316.11,14.2325,1.1934
1639,2021-03-01,601688.SH,20.4967,20.5683,20.2225,20.3536,56004294.0,955299423.0,0.7612,142097883460.04,14.3163,1.2004
1640,2021-02-26,601688.SH,20.5086,20.6875,20.4013,20.4729,64381171.0,1108379201.0,0.875,142884501170.87,14.4002,1.2074
1641,2021-02-25,601688.SH,20.7948,21.0691,20.6279,20.8425,78478496.0,1372329834.0,1.0666,145803513649.29,14.6602,1.2292
1642,2021-02-24,601688.SH,20.7233,20.926,20.449,20.7233,66639324.0,1158134999.0,0.9057,144923525284.74,14.5763,1.2222
1643,2021-02-23,601688.SH,20.8425,21.0452,20.6398,20.6994,59247854.0,1036802867.0,0.8053,145206877589.88,14.5595,1.2208
1644,2021-02-22,601688.SH,21.3671,21.4506,20.8544,20.926,90335538.0,1606535409.0,1.2278,146561427509.15,14.7189,1.2342
1645,2021-02-19,601688.SH,20.7233,21.3194,20.6398,21.2002,73273499.0,1287406549.0,0.9959,148558275582.03,14.9118,1.2503
1646,2021-02-18,601688.SH,20.8783,21.081,20.7113,20.759,71968806.0,1259578640.0,0.9782,145554330042.26,14.6015,1.2243
1647,2021-02-10,601688.SH,20.6279,20.759,20.4133,20.616,55507800.0,958227694.0,0.7544,144233643288.13,14.5008,1.2159
1648,2021-02-09,601688.SH,20.1509,20.6875,20.0794,20.6398,71283792.0,1221107487.0,0.9688,144503745303.47,14.5176,1.2173
1649,2021-02-08,601688.SH,20.0675,20.3775,19.9482,20.1509,44407152.0,751421571.0,0.6036,141122846281.26,14.1738,1.1885
1650,2021-02-05,601688.SH,20.139,20.3059,19.9125,20.0675,59324080.0,1000050628.0,0.8063,140931519219.44,14.115,1.1835
1651,2021-02-04,601688.SH,20.7113,20.7113,19.8767,20.139,96492164.0,1636828058.0,1.3115,141520109973.63,14.1654,1.1877
1652,2021-02-03,601688.SH,20.8664,20.9856,20.6398,20.7352,52272155.0,911903313.0,0.7105,145932742479.22,14.5847,1.2229
1653,2021-02-02,601688.SH,20.759,20.9021,20.5683,20.8187,52975059.0,921751126.0,0.72,146233636699.35,14.6434,1.2278
1654,2021-02-01,601688.SH,20.6517,20.8306,20.4252,20.7829,54356852.0,942909363.0,0.7388,146038724510.16,14.6183,1.2257
1655,2021-01-29,601688.SH,21.1525,21.2718,20.5444,20.7352,97918743.0,1711663512.0,1.3309,145682247956.06,14.5847,1.2229
1656,2021-01-28,601688.SH,21.1048,21.3552,21.0214,21.1048,70331235.0,1247624269.0,0.9559,148376274830.16,14.8447,1.2447
1657,2021-01-27,601688.SH,21.4506,21.7606,21.1644,21.2718,70620845.0,1269677647.0,0.9598,149815092397.71,14.9621,1.2546
1658,2021-01-26,601688.SH,22.2018,22.3926,21.2956,21.4029,101982557.0,1858963843.0,1.3861,150735785213.97,15.0544,1.2623
1659,2021-01-25,601688.SH,22.3449,22.5118,22.0945,22.2614,82957149.0,1549227927.0,1.1275,156569181066.53,15.6582,1.3129
1660,2021-01-22,601688.SH,23.0126,23.0126,22.321,22.476,92783444.0,1757591868.0,1.2611,157863874302.36,15.8092,1.3256
1661,2021-01-21,601688.SH,22.9053,23.4419,22.7861,23.0126,111042457.0,2147029475.0,1.5092,161743685534.19,16.1866,1.3572
1662,2021-01-20,601688.SH,22.8338,23.1199,22.7145,22.798,77819819.0,1492016120.0,1.0577,160777975696.79,16.0356,1.3446
1663,2021-01-19,601688.SH,22.6907,23.2749,22.5595,22.8218,104870234.0,2013727074.0,1.4253,160475830440.47,16.0524,1.346
1664,2021-01-18,601688.SH,22.3926,23.0365,22.2733,22.7026,86049176.0,1640019327.0,1.1695,159152320726.67,15.9685,1.3389
1665,2021-01-15,601688.SH,22.5118,23.108,22.4164,22.476,96895073.0,1845024178.0,1.3169,157291805123.83,15.8092,1.3256
1666,2021-01-14,601688.SH,22.7384,22.9172,22.4164,22.6072,106398389.0,2020924512.0,1.4461,158132603229.26,15.9014,1.3333
1667,2021-01-13,601688.SH,23.3584,23.6446,22.3807,22.8695,207709194.0,4035644841.0,2.8231,159967130557.13,16.086,1.3488
1668,2021-01-12,601688.SH,21.5222,23.7161,21.4625,23.2988,246709883.0,4700478243.0,3.3531,162993523194.92,16.3879,1.3741
1669,2021-01-11,601688.SH,22.2256,22.4045,21.6056,21.6295,114930655.0,2125560489.0,1.5621,151728331617.76,15.2137,1.2757
1670,2021-01-08,601688.SH,21.8918,22.1422,21.7129,21.9633,102341828.0,1881167681.0,1.391,153460370988.87,15.4486,1.2953
1671,2021-01-07,601688.SH,21.856,22.0587,21.3552,21.8322,108185071.0,1973405487.0,1.4704,152652609503.32,15.3563,1.2876
1672,2021-01-06,601688.SH,21.6533,22.0349,21.5818,21.7725,110311627.0,2016173390.0,1.4993,152570791553.22,15.3144,1.2841
1673,2021-01-05,601688.SH,21.4625,21.6652,21.2121,21.5579,97324103.0,1749639215.0,1.3228,150887675132.66,15.1634,1.2714
1674,2021-01-04,601688.SH,21.6772,21.701,21.1883,21.5102,100019893.0,1802525701.0,1.3594,150627125109.41,15.1299,1.2686
1675,2023-04-21,601225.SH,27.5966,27.6791,27.0331,27.0744,33510029.0,665679522.0,0.3456,190991500000.0,5.0604,1.8829
1676,2023-04-20,601225.SH,27.8303,27.8303,27.0606,27.5966,45611930.0,908998148.0,0.4705,194675600000.0,5.158,1.9192
1677,2023-04-19,601225.SH,27.9265,28.1738,27.7615,27.9127,26911260.0,547691436.0,0.2776,196905450000.0,5.2171,1.9412
1678,2023-04-18,601225.SH,27.4454,28.38,27.4317,28.0089,57874502.0,1174851198.0,0.597,197584100000.0,5.2351,1.9479
1679,2023-04-17,601225.SH,26.5246,27.6241,26.4147,27.5554,50369617.0,992502302.0,0.5195,194384750000.0,5.1503,1.9163
1680,2023-04-14,601225.SH,26.7858,26.9232,26.291,26.5246,37873062.0,732593877.0,0.3906,187113500000.0,4.9576,1.8447
1681,2023-04-13,601225.SH,26.717,27.2256,26.5384,26.7995,35920402.0,701903700.0,0.3705,189052500000.0,5.009,1.8638
1682,2023-04-12,601225.SH,26.6621,26.7858,26.4559,26.6896,26924203.0,521653198.0,0.2777,188276900000.0,4.9885,1.8561
1683,2023-04-11,601225.SH,26.772,26.772,26.3735,26.5796,22362949.0,432715072.0,0.2307,187501300000.0,4.9679,1.8485
1684,2023-04-10,601225.SH,27.1156,27.1431,26.4147,26.7583,29618883.0,574982791.0,0.3055,188761650000.0,5.0013,1.8609
1685,2023-04-07,601225.SH,27.6516,27.6516,27.1706,27.253,20127851.0,399740726.0,0.2076,192251850000.0,5.0938,1.8953
1686,2023-04-06,601225.SH,27.8715,28.0639,27.3355,27.5004,25753582.0,516585301.0,0.2656,193996950000.0,5.14,1.9125
1687,2023-04-04,601225.SH,27.6653,28.1738,27.5829,27.9402,30328990.0,615562105.0,0.3128,197099350000.0,5.2222,1.9431
1688,2023-04-03,601225.SH,28.1738,28.5312,27.4867,27.7615,42960580.0,872099481.0,0.4431,195839000000.0,5.1888,1.9307
1689,2023-03-31,601225.SH,27.9952,28.2975,27.7615,27.9539,37624848.0,764981392.0,0.3881,197196300000.0,5.2248,1.9441
1690,2023-03-30,601225.SH,26.4697,28.0364,26.236,28.0089,66259895.0,1322385778.0,0.6834,197584100000.0,5.2351,1.9479
1691,2023-03-29,601225.SH,26.882,26.9507,26.2498,26.3185,21046357.0,406680072.0,0.2171,185659250000.0,4.9191,1.8303
1692,2023-03-28,601225.SH,26.8957,27.0194,26.4972,26.6071,21507665.0,418531391.0,0.2218,187695200000.0,4.973,1.8504
1693,2023-03-27,601225.SH,26.4834,27.2118,26.0161,26.8957,42142717.0,821335579.0,0.4347,189731150000.0,5.027,1.8705
1694,2023-03-24,601225.SH,26.6071,26.6208,26.0024,26.401,25701758.0,491666705.0,0.2651,186240950000.0,4.9345,1.8361
1695,2023-03-23,601225.SH,26.291,26.827,26.236,26.5109,25919550.0,498991228.0,0.2673,187016550000.0,4.9551,1.8437
1696,2023-03-22,601225.SH,25.7,26.5384,25.7,26.401,39735921.0,760172934.0,0.4099,186240950000.0,4.9345,1.8361
1697,2023-03-21,601225.SH,25.9474,26.0024,25.5214,25.6451,24854859.0,463364054.0,0.2564,180908700000.0,4.7932,1.7835
1698,2023-03-20,601225.SH,26.1948,26.6896,25.7825,25.8512,34719898.0,660793806.0,0.3581,182362950000.0,4.8318,1.7978
1699,2023-03-17,601225.SH,26.0436,26.6483,25.7688,26.0574,37435921.0,714581234.0,0.3861,183817200000.0,4.8703,1.8122
1700,2023-03-16,601225.SH,26.401,26.4284,25.7688,25.8237,44303193.0,839490061.0,0.457,182169050000.0,4.8266,1.7959
1701,2023-03-15,601225.SH,26.7995,26.8545,26.4284,26.717,29784989.0,578316364.0,0.3072,188470800000.0,4.9936,1.858
1702,2023-03-14,601225.SH,26.9644,27.4867,26.6346,26.6483,26412978.0,518105636.0,0.2724,187986050000.0,4.9808,1.8533
1703,2023-03-13,601225.SH,26.6483,27.1293,26.6071,27.0469,25361273.0,496093561.0,0.2616,190797600000.0,5.0552,1.881
1704,2023-03-10,601225.SH,27.1431,27.2805,26.5246,26.5796,29902188.0,581610938.0,0.3084,187501300000.0,4.9679,1.8485
1705,2023-03-09,601225.SH,26.9369,27.7615,26.9369,27.1706,41855251.0,833838333.0,0.4317,191670150000.0,5.0784,1.8896
1706,2023-03-08,601225.SH,26.9919,27.1568,26.7033,26.9095,23104841.0,452089169.0,0.2383,189828100000.0,5.0296,1.8714
1707,2023-03-07,601225.SH,26.9095,27.7615,26.7995,27.0606,61231557.0,1216049207.0,0.6316,190894550000.0,5.0578,1.8819
1708,2023-03-06,601225.SH,27.3905,27.5142,26.5246,26.6346,57240094.0,1113966211.0,0.5904,187889100000.0,4.9782,1.8523
1709,2023-03-03,601225.SH,27.4867,27.5554,27.1293,27.4317,29779066.0,593364319.0,0.3072,193512200000.0,5.1272,1.9077
1710,2023-03-02,601225.SH,27.3767,27.7341,27.2118,27.4867,21662500.0,432712894.0,0.2234,193900000000.0,5.1374,1.9116
1711,2023-03-01,601225.SH,27.5142,27.8715,27.3218,27.5142,32728612.0,656845438.0,0.3376,194093900000.0,5.1426,1.9135
1712,2023-02-28,601225.SH,27.5966,27.6241,27.2256,27.4867,30995630.0,619232446.0,0.3197,193900000000.0,5.1374,1.9116
1713,2023-02-27,601225.SH,27.1843,28.1601,27.1706,27.6241,59175108.0,1196099882.0,0.6104,194869500000.0,5.1631,1.9211
1714,2023-02-24,601225.SH,27.0881,27.4867,26.8407,27.1019,36524724.0,720713146.0,0.3767,191185400000.0,5.0655,1.8848
1715,2023-02-23,601225.SH,27.5416,27.9127,27.0744,27.1568,107837084.0,2161294564.0,1.1123,191573200000.0,5.0758,1.8886
1716,2023-02-22,601225.SH,26.7308,27.253,26.5384,26.9232,46963498.0,922690108.0,0.4844,189925050000.0,5.0321,1.8724
1717,2023-02-21,601225.SH,26.5246,27.1706,26.1673,26.7995,57304601.0,1117086399.0,0.5911,189052500000.0,5.009,1.8638
1718,2023-02-20,601225.SH,25.7138,26.3872,25.4939,26.3322,68505730.0,1297509321.0,0.7066,185756200000.0,4.9217,1.8313
1719,2023-02-17,601225.SH,25.2603,25.865,25.2603,25.4252,34367466.0,641030384.0,0.3545,179357500000.0,4.7521,1.7682
1720,2023-02-16,601225.SH,25.5626,25.8512,25.1503,25.2603,32069870.0,596271996.0,0.3308,178194100000.0,4.7213,1.7567
1721,2023-02-15,601225.SH,25.7688,25.8787,25.3702,25.4801,21773932.0,405680791.0,0.2246,179745300000.0,4.7624,1.772
1722,2023-02-14,601225.SH,25.7688,25.865,25.3427,25.7962,25859365.0,483779148.0,0.2667,181975150000.0,4.8215,1.794
1723,2023-02-13,601225.SH,25.7275,25.7825,25.0129,25.6451,57615581.0,1065207590.0,0.5943,180908700000.0,4.7932,1.7835
1724,2023-02-10,601225.SH,26.3185,26.3322,25.8375,25.8512,26394301.0,499707435.0,0.2722,182362950000.0,4.8318,1.7978
1725,2023-02-09,601225.SH,26.1123,26.4284,25.9887,26.3047,21834023.0,417244574.0,0.2252,185562300000.0,4.9165,1.8294
1726,2023-02-08,601225.SH,26.3185,26.401,26.0849,26.0986,19846389.0,378498299.0,0.2047,184108050000.0,4.878,1.815
1727,2023-02-07,601225.SH,26.3872,26.7858,26.1948,26.2498,26271873.0,505289112.0,0.271,185174500000.0,4.9063,1.8255
1728,2023-02-06,601225.SH,26.236,26.3872,25.9749,26.236,29620749.0,563915129.0,0.3055,185077550000.0,4.9037,1.8246
1729,2023-02-03,601225.SH,26.8682,26.8682,26.3185,26.4697,28516571.0,550169614.0,0.2941,186725700000.0,4.9474,1.8408
1730,2023-02-02,601225.SH,26.717,27.1156,26.5384,26.9644,31945765.0,624133173.0,0.3295,190215900000.0,5.0398,1.8752
1731,2023-02-01,601225.SH,26.8682,26.9232,26.4559,26.717,29105219.0,563360640.0,0.3002,188470800000.0,4.9936,1.858
1732,2023-01-31,601225.SH,26.9644,27.2805,26.7583,26.8682,28004076.0,549355547.0,0.2889,189537250000.0,5.0219,1.8685
1733,2023-01-30,601225.SH,27.6241,27.6791,26.5246,26.8682,48684599.0,953915303.0,0.5022,189537250000.0,5.0219,1.8685
1734,2023-01-20,601225.SH,27.4317,27.7478,27.3355,27.5142,34502473.0,691686549.0,0.3559,194093900000.0,5.1426,1.9135
1735,2023-01-19,601225.SH,27.5279,27.7478,26.9369,27.3355,36195106.0,718936273.0,0.3733,192833550000.0,5.1092,1.901
1736,2023-01-18,601225.SH,27.0744,27.5966,27.0331,27.2668,34809357.0,694132939.0,0.359,192348800000.0,5.0963,1.8963
1737,2023-01-17,601225.SH,27.1706,27.4042,26.6483,27.2256,45787241.0,903362965.0,0.4723,192057950000.0,5.0886,1.8934
1738,2023-01-16,601225.SH,27.1019,27.1156,26.4972,26.9644,45942012.0,898131659.0,0.4739,190215900000.0,5.0398,1.8752
1739,2023-01-13,601225.SH,27.0057,27.3492,26.7995,27.1156,30704801.0,603739724.0,0.3167,191282350000.0,5.0681,1.8858
1740,2023-01-12,601225.SH,26.882,27.1293,26.5384,27.0194,35682196.0,696290517.0,0.368,190603700000.0,5.0501,1.8791
1741,2023-01-11,601225.SH,26.1536,27.2118,26.0436,26.9782,85930408.0,1674630988.0,0.8863,190312850000.0,5.0424,1.8762
1742,2023-01-10,601225.SH,26.3047,26.5934,25.8924,26.1123,24544456.0,467787828.0,0.2532,184205000000.0,4.8806,1.816
1743,2023-01-09,601225.SH,26.2223,26.4284,25.7962,26.3185,49566347.0,945655964.0,0.5113,185659250000.0,4.9191,1.8303
1744,2023-01-06,601225.SH,25.2603,26.1261,25.1641,26.0574,46876216.0,879920209.0,0.4835,183817200000.0,4.8703,1.8122
1745,2023-01-05,601225.SH,25.1641,25.4252,24.9991,25.2328,41350732.0,759191933.0,0.4265,178000200000.0,4.7162,1.7548
1746,2023-01-04,601225.SH,25.7275,25.7275,24.6555,25.0953,44449463.0,812882706.0,0.4585,177030700000.0,4.6905,1.7453
1747,2023-01-03,601225.SH,25.329,25.7275,25.3152,25.6726,30447473.0,565856206.0,0.3141,181102600000.0,4.7984,1.7854
1748,2022-12-30,601225.SH,25.2877,25.6726,25.1778,25.5351,26501674.0,491217587.0,0.2734,180133100000.0,4.7727,1.7758
1749,2022-12-29,601225.SH,25.5214,25.6176,25.1091,25.2603,30660783.0,564736174.0,0.3163,178194100000.0,4.7213,1.7567
1750,2022-12-28,601225.SH,25.7275,26.0436,25.5214,25.6588,28472471.0,532536361.0,0.2937,181005650000.0,4.7958,1.7844
1751,2022-12-27,601225.SH,25.9199,26.3597,25.7825,25.9062,34374004.0,650517629.0,0.3546,182750750000.0,4.842,1.8016
1752,2022-12-26,601225.SH,25.1778,25.8237,25.1228,25.7,35568102.0,660462534.0,0.3669,181296500000.0,4.8035,1.7873
1753,2022-12-23,601225.SH,24.8892,25.2603,24.4631,25.1778,30429364.0,552102598.0,0.3139,177612400000.0,4.7059,1.751
1754,2022-12-22,601225.SH,25.5901,25.7,24.8892,24.8892,36789212.0,674449764.0,0.3795,175576450000.0,4.652,1.7309
1755,2022-12-21,601225.SH,25.5076,25.5764,25.2465,25.3839,22810810.0,421513213.0,0.2353,179066650000.0,4.7444,1.7653
1756,2022-12-20,601225.SH,25.5626,25.865,25.2877,25.5076,32694718.0,606876798.0,0.3372,179939200000.0,4.7676,1.7739
1757,2022-12-19,601225.SH,26.1261,26.3872,25.5351,25.6588,39191294.0,737697907.0,0.4042,181005650000.0,4.7958,1.7844
1758,2022-12-16,601225.SH,25.8512,26.4559,25.8512,26.2773,42250613.0,807571039.0,0.4358,185368400000.0,4.9114,1.8274
1759,2022-12-15,601225.SH,26.291,26.4284,25.865,25.9749,44232680.0,836770859.0,0.4562,183235500000.0,4.8549,1.8064
1760,2022-12-14,601225.SH,26.1536,26.5109,25.9887,26.4147,59620716.0,1141327575.0,0.615,186337900000.0,4.9371,1.837
1761,2022-12-13,601225.SH,25.9199,26.346,25.7825,26.1123,55511155.0,1053302164.0,0.5726,184205000000.0,4.8806,1.816
1762,2022-12-12,601225.SH,26.7858,26.9782,25.7688,25.9612,114914149.0,2181680906.0,1.1853,183138550000.0,4.8523,1.8055
1763,2022-12-09,601225.SH,26.827,27.0469,26.3597,27.0469,89512103.0,1736257450.0,0.9233,190797600000.0,5.0552,1.881
1764,2022-12-08,601225.SH,26.6071,27.1156,26.3872,26.827,46113253.0,899751479.0,0.4756,189246400000.0,5.0141,1.8657
1765,2022-12-07,601225.SH,27.3355,27.3492,26.3872,26.6483,67935175.0,1320828760.0,0.7007,187986050000.0,4.9808,1.8533
1766,2022-12-06,601225.SH,26.9919,27.5554,26.5796,27.4042,56444177.0,1110677225.0,0.5822,193318300000.0,5.122,1.9058
1767,2022-12-05,601225.SH,26.6208,27.2118,26.4559,27.1293,77252555.0,1511738155.0,0.7968,191379300000.0,5.0707,1.8867
1768,2022-12-02,601225.SH,26.7995,26.882,26.291,26.346,75878740.0,1458820305.0,0.7827,185853150000.0,4.9242,1.8322
1769,2022-12-01,601225.SH,27.9539,28.0776,26.8545,26.9507,103372573.0,2054246261.0,1.0662,190118950000.0,5.0373,1.8743
1770,2022-11-30,601225.SH,27.2943,28.4075,27.2805,27.7203,83163334.0,1691825108.0,0.8578,195548150000.0,5.1811,1.9278
1771,2022-11-29,601225.SH,27.6791,27.7615,26.9782,27.5416,64469360.0,1284816714.0,0.665,194287800000.0,5.1477,1.9154
1772,2022-11-28,601225.SH,27.5966,28.1738,27.0606,27.4454,72630888.0,1453052926.0,0.7492,193609150000.0,5.1297,1.9087
1773,2022-11-25,601225.SH,27.1843,28.3937,27.1706,28.2838,75260406.0,1533512874.0,0.7763,199523100000.0,5.2864,1.967
1774,2022-11-24,601225.SH,26.8545,27.7478,26.4697,27.2805,56033192.0,1109409612.0,0.578,192445750000.0,5.0989,1.8972
1775,2022-11-23,601225.SH,26.717,27.308,26.5796,26.8407,43446799.0,851047497.0,0.4481,189343350000.0,5.0167,1.8666
1776,2022-11-22,601225.SH,26.0986,27.0331,26.0711,26.6483,51603532.0,998200070.0,0.5323,187986050000.0,4.9808,1.8533
1777,2022-11-21,601225.SH,26.0986,26.2498,25.7275,26.1398,59810437.0,1132913662.0,0.6169,184398900000.0,4.8857,1.8179
1778,2022-11-18,601225.SH,26.3322,26.827,25.9337,26.4972,53611557.0,1029999851.0,0.553,186919600000.0,4.9525,1.8427
